,Unnamed: 0,PLAYER_ID,DateRecovered,DateInjured,TEAM_ID,Team,Player,InjuryNotes,RecoverNotes,NumberInjuries,InjuryLengthDays,SeasonInjured,SeasonRecovered
7753,7753,1628449,2019-01-17,2019-01-13,1610612761,Raptors,Chris Boucher,placed on IL,activated from IL,15.0,4,2018.0,2018.0
7754,7754,1628449,2019-01-31,2019-01-23,1610612761,Raptors,Chris Boucher,placed on IL,activated from IL,15.0,8,2018.0,2018.0
7755,7755,1628449,2019-02-09,2019-02-05,1610612761,Raptors,Chris Boucher,placed on IL,activated from IL,15.0,4,2018.0,2018.0
7756,7756,1628449,2019-03-24,2019-03-22,1610612761,Raptors,Chris Boucher,placed on IL,activated from IL,15.0,2,2018.0,2018.0
7757,7757,1628449,2019-05-15,2019-04-18,1610612761,Raptors,Chris Boucher,back spasms (DTD),activated from IL,15.0,27,2018.0,2018.0
7758,7758,1628454,2017-10-20,2017-10-18,1610612764,Wizards,Mike Young,placed on IL,activated from IL,2.0,2,2017.0,2017.0
7759,7759,1628462,2017-12-16,2017-12-15,1610612746,Clippers,Milos Teodosic,placed on IL for rest,activated from IL,6.0,1,2017.0,2017.0
7760,7760,1628462,2017-12-23,2017-12-22,1610612746,Clippers,Milos Teodosic,rest (DTD),returned to lineup,6.0,1,2017.0,2017.0
7761,7761,1628462,2018-01-11,2018-01-06,1610612746,Clippers,Milos Teodosic,sore plantar fascia in left foot (DTD),returned to lineup,6.0,5,2017.0,2017.0
7762,7762,1628462,2018-02-12,2018-02-09,1610612746,Clippers,Milos Teodosic,sore right foot (DTD),returned to lineup,6.0,3,2017.0,2017.0
7763,7763,1628463,2018-03-13,2018-01-20,1610612737,Hawks,Tyler Cavanaugh,placed on IL,activated from IL,3.0,52,2017.0,2017.0
7764,7764,1628464,2018-03-03,2018-02-28,1610612738,Celtics,Daniel Theis,sore right hamstring (DTD),returned to lineup,13.0,3,2017.0,2017.0
7765,7765,1628464,2018-11-11,2018-03-12,1610612738,Celtics,Daniel Theis,torn meniscus in left knee (out for season),activated from IL,13.0,244,2017.0,2018.0
7766,7766,1628464,2019-03-16,2019-03-14,1610612738,Celtics,Daniel Theis,placed on IL with illness,activated from IL,13.0,2,2018.0,2018.0
7767,7767,1628464,2019-10-30,2019-10-26,1610612738,Celtics,Daniel Theis,placed on IL with sprained left ankle,activated from IL,13.0,4,2019.0,2019.0
7768,7768,1628464,2019-11-15,2019-11-13,1610612738,Celtics,Daniel Theis,placed on IL with finger injury,activated from IL,13.0,2,2019.0,2019.0
7769,7769,1628464,2019-11-27,2019-11-25,1610612738,Celtics,Daniel Theis,placed on IL with illness,activated from IL,13.0,2,2019.0,2019.0
7770,7770,1628464,2020-01-15,2020-01-13,1610612738,Celtics,Daniel Theis,placed on IL with sore right knee,activated from IL,13.0,2,2019.0,2019.0
7771,7771,1628464,2020-02-09,2020-02-04,1610612738,Celtics,Daniel Theis,sprained right ankle (DTD),activated from IL,13.0,5,2019.0,2019.0
7772,7772,1628464,2020-08-17,2020-08-12,1610612738,Celtics,Daniel Theis,placed on IL with sore right foot,activated from IL,13.0,5,2020.0,2020.0
7773,7773,1628467,2018-12-04,2018-11-30,1610612742,Mavericks,Maxi Kleber,sore right knee (DTD),activated from IL,11.0,4,2018.0,2018.0
7774,7774,1628467,2018-12-10,2018-12-08,1610612742,Mavericks,Maxi Kleber,placed on IL with left big toe injury,activated from IL,11.0,2,2018.0,2018.0
7775,7775,1628467,2018-12-20,2018-12-18,1610612742,Mavericks,Maxi Kleber,placed on IL with toe injury,activated from IL,11.0,2,2018.0,2018.0
7776,7776,1628467,2019-02-25,2019-02-23,1610612742,Mavericks,Maxi Kleber,placed on IL with illness,activated from IL,11.0,2,2018.0,2018.0
7777,7777,1628467,2019-03-10,2019-03-06,1610612742,Mavericks,Maxi Kleber,placed on IL with left knee injury,activated from IL,11.0,4,2018.0,2018.0
7778,7778,1628467,2019-03-21,2019-03-20,1610612742,Mavericks,Maxi Kleber,placed on IL with sprained left wrist,activated from IL,11.0,1,2018.0,2018.0
7779,7779,1628467,2019-04-09,2019-04-06,1610612742,Mavericks,Maxi Kleber,bruised right knee (DTD),activated from IL,11.0,3,2018.0,2018.0
7780,7780,1628467,2019-11-06,2019-04-10,1610612742,Mavericks,Maxi Kleber,placed on IL with sore left knee (out for season),activated from IL,11.0,210,2018.0,2019.0
7781,7781,1628469,2017-10-26,2017-10-24,1610612741,Bulls,Antonio Blakeney,placed on IL,activated from IL,7.0,2,2017.0,2017.0
7782,7782,1628469,2017-11-07,2017-10-28,1610612741,Bulls,Antonio Blakeney,placed on IL,activated from IL,7.0,10,2017.0,2017.0
7783,7783,1628469,2017-11-15,2017-11-10,1610612741,Bulls,Antonio Blakeney,placed on IL,activated from IL,7.0,5,2017.0,2017.0
7784,7784,1628469,2018-01-31,2017-12-04,1610612741,Bulls,Antonio Blakeney,placed on IL,activated from IL,7.0,58,2017.0,2017.0
7785,7785,1628469,2018-03-09,2018-02-12,1610612741,Bulls,Antonio Blakeney,placed on IL,activated from IL,7.0,25,2017.0,2017.0
7786,7786,1628470,2017-11-28,2017-10-18,1610612743,Nuggets,Torrey Craig,placed on IL,activated from IL,6.0,41,2017.0,2017.0
7787,7787,1628470,2017-12-15,2017-12-02,1610612743,Nuggets,Torrey Craig,placed on IL,activated from IL,6.0,13,2017.0,2017.0
7788,7788,1628470,2018-01-16,2018-01-13,1610612743,Nuggets,Torrey Craig,placed on IL,activated from IL,6.0,3,2017.0,2017.0
7789,7789,1628470,2018-03-01,2018-02-15,1610612743,Nuggets,Torrey Craig,placed on IL with hamstring injury,activated from IL,6.0,14,2017.0,2017.0
7790,7790,1628470,2018-11-23,2018-11-17,1610612743,Nuggets,Torrey Craig,hamstring injury (DTD),returned to lineup,6.0,6,2018.0,2018.0
7791,7791,1628470,2019-03-16,2019-03-14,1610612743,Nuggets,Torrey Craig,placed on IL with sprained left shoulder,activated from IL,6.0,2,2018.0,2018.0
7792,7792,1628476,2017-11-05,2017-10-18,1610612748,Heat,Derrick Walton Jr.,placed on IL,activated from IL,8.0,18,2017.0,2017.0
7793,7793,1628476,2017-11-19,2017-11-10,1610612748,Heat,Derrick Walton Jr.,placed on IL,activated from IL,8.0,9,2017.0,2017.0
7794,7794,1628476,2017-12-18,2017-12-01,1610612748,Heat,Derrick Walton Jr.,placed on IL,activated from IL,8.0,17,2017.0,2017.0
7795,7795,1628476,2018-01-07,2018-01-05,1610612748,Heat,Derrick Walton Jr.,illness (DTD),returned to lineup,8.0,2,2017.0,2017.0
7796,7796,1628476,2018-04-04,2018-03-23,1610612748,Heat,Derrick Walton Jr.,placed on IL,activated from IL,8.0,12,2017.0,2017.0
7797,7797,1628476,2020-02-03,2018-04-06,1610612748,Heat,Derrick Walton Jr.,placed on IL,activated from IL,8.0,668,2017.0,2019.0
7798,7798,1628492,2017-10-20,2017-10-18,1610612742,Mavericks,Gian Clavell,placed on IL,activated from IL,5.0,2,2017.0,2017.0
7799,7799,1628492,2017-10-26,2017-10-25,1610612742,Mavericks,Gian Clavell,placed on IL,activated from IL,5.0,1,2017.0,2017.0
7800,7800,1628492,2017-10-30,2017-10-28,1610612742,Mavericks,Gian Clavell,placed on IL,activated from IL,5.0,2,2017.0,2017.0
7801,7801,1628492,2017-11-03,2017-11-01,1610612742,Mavericks,Gian Clavell,placed on IL,activated from IL,5.0,2,2017.0,2017.0
7802,7802,1628492,2017-11-12,2017-11-07,1610612742,Mavericks,Gian Clavell,placed on IL,activated from IL,5.0,5,2017.0,2017.0
7803,7803,1628493,2017-10-23,2017-10-18,1610612766,Hornets,Mangok Mathiang,placed on IL,activated from IL,5.0,5,2017.0,2017.0
7804,7804,1628493,2017-12-08,2017-10-29,1610612766,Hornets,Mangok Mathiang,placed on IL,activated from IL,5.0,40,2017.0,2017.0
7805,7805,1628493,2017-12-18,2017-12-15,1610612766,Hornets,Mangok Mathiang,placed on IL,activated from IL,5.0,3,2017.0,2017.0
7806,7806,1628493,2018-03-22,2017-12-22,1610612766,Hornets,Mangok Mathiang,placed on IL,activated from IL,5.0,90,2017.0,2017.0
7807,7807,1628495,2017-12-26,2017-12-20,1610612751,Nets,Milton Doyle,placed on IL,activated from IL,4.0,6,2017.0,2017.0
7808,7808,1628495,2018-02-07,2018-01-17,1610612751,Nets,Milton Doyle,placed on IL,activated from IL,4.0,21,2017.0,2017.0
7809,7809,1628495,2018-03-17,2018-02-10,1610612751,Nets,Milton Doyle,placed on IL,activated from IL,4.0,35,2017.0,2017.0
7810,7810,1628495,2018-04-03,2018-03-19,1610612751,Nets,Milton Doyle,placed on IL,activated from IL,4.0,15,2017.0,2017.0
7811,7811,1628499,2018-04-03,2018-02-22,1610612737,Hawks,Antonius Cleveland,left ankle injury (DTD),activated from IL,2.0,40,2017.0,2017.0
7812,7812,1628500,2018-01-24,2018-01-14,1610612754,Pacers,Ben Moore,placed on IL,activated from IL,3.0,10,2017.0,2017.0
7813,7813,1628500,2018-02-05,2018-01-29,1610612754,Pacers,Ben Moore,placed on IL,activated from IL,3.0,7,2017.0,2017.0
7814,7814,1628502,2018-01-28,2018-01-23,1610612747,Lakers,Nigel Hayes,placed on IL,activated from IL,3.0,5,2017.0,2017.0
7815,7815,1628502,2018-03-09,2018-03-06,1610612761,Raptors,Nigel Hayes,placed on IL,activated from IL,3.0,3,2017.0,2017.0
7816,7816,1628503,2017-12-13,2017-10-18,1610612753,Magic,Jamel Artis,placed on IL,activated from IL,2.0,56,2017.0,2017.0
7817,7817,1628503,2018-03-22,2017-12-26,1610612753,Magic,Jamel Artis,placed on IL,activated from IL,2.0,86,2017.0,2017.0
7818,7818,1628506,2017-11-24,2017-10-20,1610612739,Cavaliers,London Perrantes,placed on IL,activated from IL,6.0,35,2017.0,2017.0
7819,7819,1628506,2017-12-12,2017-11-27,1610612739,Cavaliers,London Perrantes,placed on IL,activated from IL,6.0,15,2017.0,2017.0
7820,7820,1628506,2018-02-09,2017-12-17,1610612739,Cavaliers,London Perrantes,placed on IL,activated from IL,6.0,54,2017.0,2017.0
7821,7821,1628506,2018-04-01,2018-03-30,1610612739,Cavaliers,London Perrantes,placed on IL,activated from IL,6.0,2,2017.0,2017.0
7822,7822,1628506,2018-04-05,2018-04-03,1610612739,Cavaliers,London Perrantes,placed on IL,activated from IL,6.0,2,2017.0,2017.0
7823,7823,1628506,2018-04-11,2018-04-09,1610612739,Cavaliers,London Perrantes,placed on IL,activated from IL,6.0,2,2017.0,2017.0
7824,7824,1628510,2018-02-14,2018-01-15,1610612737,Hawks,Andrew White III,placed on IL,activated from IL,1.0,30,2017.0,2017.0
7825,7825,1628515,2019-01-31,2019-01-25,1610612753,Magic,Isaiah Briscoe,placed on IL with sprained right ankle,activated from IL,5.0,6,2018.0,2018.0
7826,7826,1628515,2019-02-28,2019-02-24,1610612753,Magic,Isaiah Briscoe,placed on IL with concussion,activated from IL,5.0,4,2018.0,2018.0
7827,7827,1628518,2018-03-02,2018-02-07,1610612750,Timberwolves,Amile Jefferson,placed on IL,activated from IL,3.0,23,2017.0,2017.0
7828,7828,1628571,2018-02-05,2017-12-21,1610612762,Jazz,Erik McCree,placed on IL,activated from IL,3.0,46,2017.0,2017.0
7829,7829,1628571,2018-03-11,2018-02-23,1610612762,Jazz,Erik McCree,placed on IL,activated from IL,3.0,16,2017.0,2017.0
7830,7830,1628960,2019-01-12,2018-12-24,1610612762,Jazz,Grayson Allen,sprained right ankle (DTD),returned to lineup,7.0,19,2018.0,2018.0
7831,7831,1628960,2019-11-23,2019-11-03,1610612763,Grizzlies,Grayson Allen,sore left ankle (DTD),activated from IL,7.0,20,2019.0,2019.0
7832,7832,1628960,2019-12-20,2019-12-10,1610612763,Grizzlies,Grayson Allen,sore right ankle (DTD),activated from IL,7.0,10,2019.0,2019.0
7833,7833,1628960,2020-07-31,2020-01-25,1610612763,Grizzlies,Grayson Allen,left hip injury (out indefinitely),activated from IL,7.0,188,2019.0,2019.0
7834,7834,1628961,2019-01-21,2018-10-17,1610612742,Mavericks,Kostas Antetokounmpo,placed on IL,activated from IL,9.0,96,2018.0,2018.0
7835,7835,1628961,2019-02-09,2019-01-22,1610612755,76ers,Kostas Antetokounmpo,placed on IL,returned to lineup,9.0,18,2018.0,2018.0
7836,7836,1628961,2019-03-06,2019-03-04,1610612742,Mavericks,Kostas Antetokounmpo,hip flexor injury (DTD),returned to lineup,9.0,2,2018.0,2018.0
7837,7837,1628961,2019-03-16,2019-03-10,1610612742,Mavericks,Kostas Antetokounmpo,placed on IL,activated from IL,9.0,6,2018.0,2018.0
7838,7838,1628961,2019-03-20,2019-03-18,1610612742,Mavericks,Kostas Antetokounmpo,placed on IL,activated from IL,9.0,2,2018.0,2018.0
7839,7839,1628961,2019-03-31,2019-03-26,1610612742,Mavericks,Kostas Antetokounmpo,placed on IL,activated from IL,9.0,5,2018.0,2018.0
7840,7840,1628961,2019-04-09,2019-04-01,1610612742,Mavericks,Kostas Antetokounmpo,placed on IL,activated from IL,9.0,8,2018.0,2018.0
7841,7841,1628963,2018-12-07,2018-12-01,1610612758,Kings,Marvin Bagley III,placed on IL with back spasms,activated from IL,11.0,6,2018.0,2018.0
7842,7842,1628963,2019-01-07,2018-12-15,1610612758,Kings,Marvin Bagley III,left knee injury (DTD),activated from IL,11.0,23,2018.0,2018.0
7843,7843,1628963,2019-03-14,2019-02-28,1610612758,Kings,Marvin Bagley III,sprained left knee (DTD),activated from IL,11.0,14,2018.0,2018.0
7844,7844,1628963,2019-04-02,2019-03-31,1610612758,Kings,Marvin Bagley III,placed on IL with illness,activated from IL,11.0,2,2018.0,2018.0
7845,7845,1628963,2019-12-11,2019-10-24,1610612758,Kings,Marvin Bagley III,fractured right thumb (out indefinitely),activated from IL,11.0,48,2019.0,2019.0
7846,7846,1628963,2020-01-13,2019-12-27,1610612758,Kings,Marvin Bagley III,left foot injury (DTD),activated from IL,11.0,17,2019.0,2019.0
7847,7847,1628964,2019-01-18,2019-01-09,1610612753,Magic,Mo Bamba,sore left foot (DTD),activated from IL,8.0,9,2018.0,2018.0
7848,7848,1628964,2019-12-30,2019-02-02,1610612753,Magic,Mo Bamba,left leg injury (DTD),activated from IL,8.0,331,2018.0,2019.0
7849,7849,1628964,2020-02-20,2020-02-12,1610612753,Magic,Mo Bamba,placed on IL with illness,activated from IL,8.0,8,2019.0,2019.0
7850,7850,1628964,2020-08-12,2020-08-11,1610612753,Magic,Mo Bamba,migraine headache (DTD),returned to lineup,8.0,1,2020.0,2020.0
7851,7851,1628966,2019-01-02,2018-12-30,1610612750,Timberwolves,Keita Bates-Diop,illness (DTD),returned to lineup,6.0,3,2018.0,2018.0
7852,7852,1628966,2019-11-15,2019-10-23,1610612750,Timberwolves,Keita Bates-Diop,placed on IL,activated from IL,6.0,23,2019.0,2019.0
7853,7853,1628966,2019-12-13,2019-12-11,1610612750,Timberwolves,Keita Bates-Diop,placed on IL with illness,activated from IL,6.0,2,2019.0,2019.0
7854,7854,1628966,2020-02-08,2020-02-05,1610612750,Timberwolves,Keita Bates-Diop,placed on IL,activated from IL,6.0,3,2019.0,2019.0
7855,7855,1628966,2020-03-11,2020-02-21,1610612743,Nuggets,Keita Bates-Diop,placed on IL,returned to lineup,6.0,19,2019.0,2019.0
7856,7856,1628971,2018-11-09,2018-11-07,1610612765,Pistons,Bruce Brown,placed on IL,activated from IL,7.0,2,2018.0,2018.0
7857,7857,1628971,2019-03-11,2019-03-10,1610612765,Pistons,Bruce Brown,placed on IL with sprained right ankle,activated from IL,7.0,1,2018.0,2018.0
7858,7858,1628971,2019-12-26,2019-12-23,1610612765,Pistons,Bruce Brown,placed on IL with calf injury,activated from IL,7.0,3,2019.0,2019.0
7859,7859,1628971,2020-01-25,2020-01-22,1610612765,Pistons,Bruce Brown,placed on IL with illness,activated from IL,7.0,3,2019.0,2019.0
7860,7860,1628971,2020-03-06,2020-02-25,1610612765,Pistons,Bruce Brown,sore left knee (DTD),activated from IL,7.0,10,2019.0,2019.0
7861,7861,1628972,2019-02-21,2019-02-04,1610612764,Wizards,Troy Brown Jr.,placed on IL with sprained left ankle,activated from IL,3.0,17,2018.0,2018.0
7862,7862,1628972,2019-10-29,2019-10-22,1610612764,Wizards,Troy Brown Jr.,strained left calf (DTD),activated from IL,3.0,7,2019.0,2019.0
7863,7863,1628975,2018-11-20,2018-11-19,1610612763,Grizzlies,Jevon Carter,thumb injury (DTD),returned to lineup,2.0,1,2018.0,2018.0
7864,7864,1628975,2018-12-15,2018-12-10,1610612763,Grizzlies,Jevon Carter,sore right knee (DTD),returned to lineup,2.0,5,2018.0,2018.0
7865,7865,1628976,2020-02-29,2019-01-16,1610612741,Bulls,Wendell Carter Jr.,sprained left thumb (out for season),activated from IL,4.0,409,2018.0,2019.0
7866,7866,1628977,2018-11-30,2018-11-22,1610612760,Thunder,Hamidou Diallo,sprained left ankle (out indefinitely),activated from IL,9.0,8,2018.0,2018.0
7867,7867,1628977,2019-03-13,2019-03-05,1610612760,Thunder,Hamidou Diallo,placed on IL,activated from IL,9.0,8,2018.0,2018.0
7868,7868,1628977,2019-11-22,2019-04-14,1610612760,Thunder,Hamidou Diallo,sore right elbow (out for season),returned to lineup,9.0,222,2018.0,2019.0
7869,7869,1628978,2018-11-26,2018-11-15,1610612749,Bucks,Donte DiVincenzo,strained left quadriceps (DTD),activated from IL,9.0,11,2018.0,2018.0
7870,7870,1628978,2019-01-19,2019-01-04,1610612749,Bucks,Donte DiVincenzo,placed on IL with sore right ankle/heel,activated from IL,9.0,15,2018.0,2018.0
7871,7871,1628978,2019-03-07,2019-01-24,1610612749,Bucks,Donte DiVincenzo,right heel injury (DTD),activated from IL,9.0,42,2018.0,2018.0
7872,7872,1628978,2020-02-01,2019-03-15,1610612749,Bucks,Donte DiVincenzo,heel injury (out for season),activated from IL,9.0,323,2018.0,2019.0
7873,7873,1628978,2020-08-12,2020-08-11,1610612749,Bucks,Donte DiVincenzo,placed on IL with right elbow injury,activated from IL,9.0,1,2020.0,2020.0
7874,7874,1628980,2018-11-10,2018-11-08,1610612744,Warriors,Jacob Evans,placed on IL,activated from IL,10.0,2,2018.0,2018.0
7875,7875,1628980,2018-12-27,2018-12-22,1610612744,Warriors,Jacob Evans,placed on IL with left foot injury,activated from IL,10.0,5,2018.0,2018.0
7876,7876,1628980,2019-01-03,2018-12-31,1610612744,Warriors,Jacob Evans,placed on IL,activated from IL,10.0,3,2018.0,2018.0
7877,7877,1628980,2019-01-13,2019-01-11,1610612744,Warriors,Jacob Evans,placed on IL,activated from IL,10.0,2,2018.0,2018.0
7878,7878,1628980,2019-02-23,2019-01-18,1610612744,Warriors,Jacob Evans,placed on IL,activated from IL,10.0,36,2018.0,2018.0
7879,7879,1628980,2019-12-09,2019-02-25,1610612744,Warriors,Jacob Evans,placed on IL,activated from IL,10.0,287,2018.0,2019.0
7880,7880,1628980,2019-12-09,2019-02-25,1610612744,Warriors,Jacob Evans,placed on IL,activated from IL,10.0,287,2018.0,2019.0
7881,7881,1628980,2020-01-22,2020-01-16,1610612744,Warriors,Jacob Evans,placed on IL with concussion,activated from IL,10.0,6,2019.0,2019.0
7882,7882,1628981,2020-02-05,2020-01-08,1610612737,Hawks,Bruno Fernando,placed on IL with strained left calf,activated from IL,3.0,28,2019.0,2019.0
7883,7883,1628981,2020-02-09,2020-02-07,1610612737,Hawks,Bruno Fernando,strained left calf (DTD),returned to lineup,3.0,2,2019.0,2019.0
7884,7884,1628982,2018-10-20,2018-10-17,1610612753,Magic,Melvin Frazier Jr.,placed on IL,activated from IL,14.0,3,2018.0,2018.0
7885,7885,1628982,2018-11-02,2018-10-22,1610612753,Magic,Melvin Frazier Jr.,placed on IL,activated from IL,14.0,11,2018.0,2018.0
7886,7886,1628982,2018-11-28,2018-11-14,1610612753,Magic,Melvin Frazier Jr.,placed on IL,activated from IL,14.0,14,2018.0,2018.0
7887,7887,1628982,2018-12-10,2018-11-30,1610612753,Magic,Melvin Frazier Jr.,placed on IL,activated from IL,14.0,10,2018.0,2018.0
7888,7888,1628982,2019-01-12,2018-12-13,1610612753,Magic,Melvin Frazier Jr.,placed on IL,activated from IL,14.0,30,2018.0,2018.0
7889,7889,1628982,2019-01-21,2019-01-18,1610612753,Magic,Melvin Frazier Jr.,placed on IL,activated from IL,14.0,3,2018.0,2018.0
7890,7890,1628982,2019-01-25,2019-01-23,1610612753,Magic,Melvin Frazier Jr.,placed on IL,activated from IL,14.0,2,2018.0,2018.0
7891,7891,1628982,2019-01-31,2019-01-29,1610612753,Magic,Melvin Frazier Jr.,placed on IL,activated from IL,14.0,2,2018.0,2018.0
7892,7892,1628982,2019-03-02,2019-02-22,1610612753,Magic,Melvin Frazier Jr.,placed on IL,activated from IL,14.0,8,2018.0,2018.0
7893,7893,1628982,2019-03-28,2019-03-22,1610612753,Magic,Melvin Frazier Jr.,placed on IL,activated from IL,14.0,6,2018.0,2018.0
7894,7894,1628982,2019-11-05,2019-11-02,1610612753,Magic,Melvin Frazier Jr.,placed on IL with bruised left shoulder,activated from IL,14.0,3,2019.0,2019.0
7895,7895,1628982,2020-08-28,2019-11-05,1610612753,Magic,Melvin Frazier Jr.,bruised left shoulder (DTD),activated from IL,14.0,297,2019.0,2020.0
7896,7896,1628983,2020-03-11,2020-03-08,1610612760,Thunder,Shai Gilgeous-Alexander,placed on IL with bruised right hip,activated from IL,2.0,3,2019.0,2019.0
7897,7897,1628983,2020-08-12,2020-08-10,1610612760,Thunder,Shai Gilgeous-Alexander,placed on IL with right calf injury,activated from IL,2.0,2,2020.0,2020.0
7898,7898,1628984,2018-10-20,2018-10-17,1610612766,Hornets,Devonte' Graham,placed on IL,activated from IL,6.0,3,2018.0,2018.0
7899,7899,1628984,2018-10-27,2018-10-26,1610612766,Hornets,Devonte' Graham,placed on IL,activated from IL,6.0,1,2018.0,2018.0
7900,7900,1628984,2018-11-11,2018-10-30,1610612766,Hornets,Devonte' Graham,placed on IL,activated from IL,6.0,12,2018.0,2018.0
7901,7901,1628984,2018-12-14,2018-12-12,1610612766,Hornets,Devonte' Graham,placed on IL,activated from IL,6.0,2,2018.0,2018.0
7902,7902,1628984,2019-02-14,2019-02-11,1610612766,Hornets,Devonte' Graham,placed on IL with illness,activated from IL,6.0,3,2018.0,2018.0
7903,7903,1628984,2020-03-05,2020-03-03,1610612766,Hornets,Devonte' Graham,placed on IL with sore left ankle,activated from IL,6.0,2,2019.0,2019.0
7904,7904,1628989,2019-01-09,2019-01-08,1610612737,Hawks,Kevin Huerter,back injury (DTD),returned to lineup,7.0,1,2018.0,2018.0
7905,7905,1628989,2019-01-26,2019-01-21,1610612737,Hawks,Kevin Huerter,sore neck (DTD),activated from IL,7.0,5,2018.0,2018.0
7906,7906,1628989,2019-02-25,2019-02-22,1610612737,Hawks,Kevin Huerter,placed on IL with sprained left ankle,activated from IL,7.0,3,2018.0,2018.0
7907,7907,1628989,2019-04-07,2019-04-05,1610612737,Hawks,Kevin Huerter,back injury (DTD),returned to lineup,7.0,2,2018.0,2018.0
7908,7908,1628989,2019-12-04,2019-11-13,1610612737,Hawks,Kevin Huerter,strained rotator cuff in left shoulder (out indefinitely),activated from IL,7.0,21,2019.0,2019.0
7909,7909,1628990,2018-11-24,2018-11-21,1610612741,Bulls,Chandler Hutchison,placed on IL with back spasms,activated from IL,11.0,3,2018.0,2018.0
7910,7910,1628990,2018-12-15,2018-12-13,1610612741,Bulls,Chandler Hutchison,placed on IL with illness,activated from IL,11.0,2,2018.0,2018.0
7911,7911,1628990,2019-11-03,2019-01-26,1610612741,Bulls,Chandler Hutchison,placed on IL with right foot injury (out for season),activated from IL,11.0,281,2018.0,2019.0
7912,7912,1628990,2019-11-23,2019-11-20,1610612741,Bulls,Chandler Hutchison,placed on IL with shin injury,activated from IL,11.0,3,2019.0,2019.0
7913,7913,1628990,2020-01-03,2019-11-29,1610612741,Bulls,Chandler Hutchison,placed on IL with right shoulder injury,activated from IL,11.0,35,2019.0,2019.0
7914,7914,1628991,2019-02-03,2019-02-01,1610612763,Grizzlies,Jaren Jackson Jr.,right quadricep injury (DTD),returned to lineup,7.0,2,2018.0,2018.0
7915,7915,1628991,2019-11-06,2019-02-22,1610612763,Grizzlies,Jaren Jackson Jr.,placed on IL with right quadricep injury (out for season),activated from IL,7.0,257,2018.0,2019.0
7916,7916,1628991,2020-07-31,2020-02-23,1610612763,Grizzlies,Jaren Jackson Jr.,sprained left knee (DTD),activated from IL,7.0,159,2019.0,2019.0
7917,7917,1628993,2018-10-19,2018-10-17,1610612754,Pacers,Alize Johnson,placed on IL,activated from IL,9.0,2,2018.0,2018.0
7918,7918,1628993,2018-10-27,2018-10-24,1610612754,Pacers,Alize Johnson,placed on IL,activated from IL,9.0,3,2018.0,2018.0
7919,7919,1628993,2018-12-04,2018-10-29,1610612754,Pacers,Alize Johnson,placed on IL,activated from IL,9.0,36,2018.0,2018.0
7920,7920,1628993,2019-01-08,2018-12-18,1610612754,Pacers,Alize Johnson,placed on IL,activated from IL,9.0,21,2018.0,2018.0
7921,7921,1628993,2019-03-10,2019-01-30,1610612754,Pacers,Alize Johnson,placed on IL,returned to lineup,9.0,39,2018.0,2018.0
7922,7922,1628993,2019-04-03,2019-03-27,1610612754,Pacers,Alize Johnson,placed on IL,activated from IL,9.0,7,2018.0,2018.0
7923,7923,1628993,2019-12-18,2019-12-17,1610612754,Pacers,Alize Johnson,placed on IL with illness,activated from IL,9.0,1,2019.0,2019.0
7924,7924,1628998,2020-02-20,2020-02-07,1610612766,Hornets,Cody Martin,concussion (DTD),activated from IL,2.0,13,2019.0,2019.0
7925,7925,1629001,2018-10-22,2018-10-17,1610612756,Suns,De'Anthony Melton,placed on IL,activated from IL,8.0,5,2018.0,2018.0
7926,7926,1629001,2018-10-31,2018-10-24,1610612756,Suns,De'Anthony Melton,placed on IL,activated from IL,8.0,7,2018.0,2018.0
7927,7927,1629001,2018-11-04,2018-11-02,1610612756,Suns,De'Anthony Melton,placed on IL,activated from IL,8.0,2,2018.0,2018.0
7928,7928,1629001,2018-11-14,2018-11-06,1610612756,Suns,De'Anthony Melton,placed on IL,activated from IL,8.0,8,2018.0,2018.0
7929,7929,1629001,2018-11-30,2018-11-19,1610612756,Suns,De'Anthony Melton,placed on IL,activated from IL,8.0,11,2018.0,2018.0
7930,7930,1629001,2019-02-20,2019-01-25,1610612756,Suns,De'Anthony Melton,placed on IL with sprained right ankle,activated from IL,8.0,26,2018.0,2018.0
7931,7931,1629001,2020-01-31,2020-01-28,1610612763,Grizzlies,De'Anthony Melton,sore left hand (DTD),activated from IL,8.0,3,2019.0,2019.0
7932,7932,1629002,2019-12-01,2019-11-27,1610612759,Spurs,Chimezie Metu,placed on IL with sore left foot,activated from IL,1.0,4,2019.0,2019.0
7933,7933,1629003,2018-11-12,2018-10-23,1610612755,76ers,Shake Milton,placed on IL,activated from IL,10.0,20,2018.0,2018.0
7934,7934,1629003,2018-11-21,2018-11-14,1610612755,76ers,Shake Milton,placed on IL,activated from IL,10.0,7,2018.0,2018.0
7935,7935,1629003,2018-11-30,2018-11-28,1610612755,76ers,Shake Milton,placed on IL,activated from IL,10.0,2,2018.0,2018.0
7936,7936,1629003,2018-12-10,2018-12-05,1610612755,76ers,Shake Milton,placed on IL,activated from IL,10.0,5,2018.0,2018.0
7937,7937,1629003,2019-01-26,2019-01-15,1610612755,76ers,Shake Milton,placed on IL,activated from IL,10.0,11,2018.0,2018.0
7938,7938,1629003,2019-02-02,2019-01-29,1610612755,76ers,Shake Milton,placed on IL,activated from IL,10.0,4,2018.0,2018.0
7939,7939,1629003,2019-11-12,2019-02-05,1610612755,76ers,Shake Milton,placed on IL with fractured finger,activated from IL,10.0,280,2018.0,2019.0
